house_floor,city,house_area,fee,house_used,estate,m2_price,street_name,house_style,property_right,field,total_price,house_decoration,sele_power,house_direction,build_area,room_link
中楼层 (共20层),珠海,150㎡,,满五年,国际会议中心,22000yuan/m2,吉大,3室2厅0厨2卫,70年,香洲区,352w,简装,"
                    现在为你介绍的这套房子，装修是之前租客在住，拿回来业主刚刚翻新过，从新刷墙，要求不高的话可以直接拎包入住.
                  ",东,160㎡,https://zh.lianjia.com/ershoufang/ZH0002297644.html
中楼层 (共14层),珠海,暂无数据,,满五年,海愉半岛花园,24181yuan/m2,吉大,3室2厅1厨2卫,70年,香洲区,385w,精装,"
                    万科品牌物业管理 三房二厅 中间楼层
                  ",南,159.22㎡,https://zh.lianjia.com/ershoufang/ZH0003126573.html
中楼层 (共48层),重庆,106.64㎡,,满两年,中海紫御江山紫峰,16426yuan/m2,江北嘴,3室2厅1厨2卫,50年,江北,220w,精装,"
                    朝南户型，装修房 高楼层视野开阔  户型方正
                  ",南,133.94㎡,https://cq.lianjia.com/ershoufang/106100669333.html
中楼层 (共17层),珠海,暂无数据,,满五年,芭堤雅境,27161yuan/m2,前山,2室2厅0厨1卫,70年,香洲区,220w,精装,"
                    清爽装修,看小区园林景观,楼间距宽敞,光线足,通风好,小区中间很安静
                  ",暂无数据,81㎡,https://zh.lianjia.com/ershoufang/ZH0002970387.html
低楼层 (共11层),珠海,暂无数据,,满五年,五洲花城二期C区,36500yuan/m2,新香洲,3室2厅1厨1卫,70年,香洲区,365w,精装,"
                    方正的朝南三房， 装修保养好！厅和三间房都是朝南的，采光很好，装修都是上档次的！
                  ",南,100㎡,https://zh.lianjia.com/ershoufang/ZH0002529716.html
高楼层 (共13层),珠海,暂无数据,,满五年,北欧森林,23365yuan/m2,夏湾,3室2厅1厨2卫,70年,香洲区,250w,简装,"
                    小区环境好 交通方便
                  ",南,107㎡,https://zh.lianjia.com/ershoufang/ZH0003105225.html
高楼层 (共22层),珠海,暂无数据,,满五年,雍和花园,20541yuan/m2,吉大,3室2厅1厨2卫,70年,香洲区,260w,精装,"
                    3房两厅两卫 客厅主卧带阳台 采光较好 主卧带阳台可以打通空间会更大些 厨房比较大 厨房有窗户 整个房子的采光都比较好 每个功能间都带窗户 居住时通风会比较好
                  ",东南,126.58㎡,https://zh.lianjia.com/ershoufang/ZH0002425121.html
高楼层 (共33层),重庆,76㎡,,满两年,协信星都会,13713yuan/m2,照母山,3室2厅1厨1卫,50年,渝北,125w,精装,"
                    此房是业主全款买的，满二年，全新精装，拎包入住，都是好家具
                  ",南,91.16㎡,https://cq.lianjia.com/ershoufang/106100644204.html
高楼层 (共6层),珠海,62.03㎡,,满五年,银桦新村,27407yuan/m2,新香洲,2室2厅1厨1卫,70年,香洲区,170w,简装,"
                    交通方便 周边配套成熟
                  ",北,62.03㎡,https://zh.lianjia.com/ershoufang/ZH0003163176.html
低楼层 (共27层),重庆,66.43㎡,,满五年,龙头景苑,10504yuan/m2,黄泥磅,2室1厅1厨1卫,70年,渝北,89w,简装,"
                    房子满五唯一，看房方便，朝南看小区中庭，装修保养新
                  ",东南,84.73㎡,https://cq.lianjia.com/ershoufang/106100668530.html
中楼层 (共32层),重庆,148.35㎡,,满五年,吉安园龙头寺小区,10716yuan/m2,龙头寺,5室2厅1厨2卫,50年,渝北,185w,简装,"
                    户型方正，楼层视野好，采光好，吉安园5房户型无浪费空间！
                  ",东南 南,172.65㎡,https://cq.lianjia.com/ershoufang/106100729614.html
低楼层 (共30层),重庆,104.89㎡,,满五年,协信彩云湖1号,12154yuan/m2,彩云湖,3室2厅1厨2卫,50年,九龙坡,156w,精装,"
                    三室两厅，客厅朝南，卧室带飘窗，客厅带阳台，每个房间都有窗，都有采光
                  ",南,128.36㎡,https://cq.lianjia.com/ershoufang/106100532582.html
中楼层 (共27层),珠海,146.58㎡,,满五年,格力香樟,27749yuan/m2,兰埔,4室2厅1厨2卫,70年,香洲区,520w,精装,"
                    两梯两户，版式设计，4房2厅2卫双阳台，电梯中高层，格局方正，南北通透，广阔无遮拦；7米宽阳台，纳园景汇山水一室，景观飘窗，卧台连结，处处观景，餐客厅一体，轻松徜徉光阴，主卧奢华套间，品味大气人生
                  ",南 北,187.4㎡,https://zh.lianjia.com/ershoufang/ZH0002609706.html
低楼层 (共12层),重庆,110㎡,,满两年,万科悦湾南区,14050yuan/m2,石马河,4室2厅1厨2卫,50年,江北,183w,精装,"
                    此房已满两年，已下产权，朝中庭，看小区绿化高尔夫，安静
                  ",北,130.25㎡,https://cq.lianjia.com/ershoufang/106100412962.html
高楼层 (共33层),重庆,90.7㎡,,满两年,华润中央公园,14750yuan/m2,大石坝,3室2厅1厨2卫,50年,江北,165w,简装,"
                    装修三房两卫，建面111.87套内90.7，户型无改动。朝南全看江，视野开阔。
                  ",南,111.87㎡,https://cq.lianjia.com/ershoufang/106100728646.html
高楼层 (共25层),珠海,126.26㎡,,满五年,富华广场三期,30089yuan/m2,新香洲,4室2厅1厨2卫,70年,香洲区,460w,精装,"
                    成熟小区 配套完善 居家的好去处！拎包入
                  ",南 北,152.88㎡,https://zh.lianjia.com/ershoufang/ZH0002430859.html
高楼层 (共29层),珠海,暂无数据,,满五年,格力香樟,29643yuan/m2,兰埔,3室2厅0厨2卫,70年,香洲区,460w,精装,"
                    格局方正 面积实用 带家私家电 房子采光通风好 开发商装修 看园林景观
                  ",南 北,155.18㎡,https://zh.lianjia.com/ershoufang/ZH0003031262.html
低楼层 (共31层),珠海,暂无数据,,满五年,格力广场一期,30000yuan/m2,吉大,4室2厅0厨2卫,70年,香洲区,600w,精装,"
                    南北对流，布局合理，空间宽敞，采光通风好，单边位，2梯3户，不靠近马路
                  ",南 北,200㎡,https://zh.lianjia.com/ershoufang/ZH0003117439.html
低楼层 (共30层),珠海,暂无数据,,满五年,格力香樟,30987yuan/m2,兰埔,2室2厅1厨1卫,70年,香洲区,268w,精装,"
                    此房是格力香樟的两房两厅的户型，开发商装修的，保养的很好，南北通
                  ",南,86.49㎡,https://zh.lianjia.com/ershoufang/ZH0002766124.html
高楼层 (共31层),重庆,61.1㎡,,满五年,玖隆城,8002yuan/m2,二郎,2室2厅1厨1卫,50年,九龙坡,63w,简装,"
                    满两年，商品房出让地，精装修，带家具家电，户型方正带阳台
                  ",南,78.74㎡,https://cq.lianjia.com/ershoufang/106100622967.html
低楼层 (共28层),珠海,暂无数据,,满五年,海湾花园,20538yuan/m2,吉大,3室2厅1厨2卫,70年,香洲区,270w,精装,"
                    此栋楼 分为两种面积就是98和 134的面积的 此栋楼是钻石楼 三梯八户 三面采光
                  ",东北,131.47㎡,https://zh.lianjia.com/ershoufang/ZH0002321969.html
低楼层 (共32层),珠海,73.59㎡,,满五年,中联国际,27036yuan/m2,兰埔,2室2厅1厨2卫,70年,香洲区,255w,精装,"
                    业主诚心出售
                  ",南,94.32㎡,https://zh.lianjia.com/ershoufang/ZH0002457648.html
中楼层 (共8层),珠海,暂无数据,,满五年,新加坡花园二期,20780yuan/m2,新香洲,3室2厅0厨1卫,70年,香洲区,320w,精装,"
                    卖点是二中、十九**
                  ",暂无数据,154㎡,https://zh.lianjia.com/ershoufang/ZH0002297046.html
低楼层 (共33层),重庆,119.83㎡,,满两年,首创鸿恩国际生活区,12458yuan/m2,大石坝,4室2厅1厨2卫,50年,江北,180w,其他,"
                    房子满两年，免增值税，户型方正，朝中庭，看房方便
                  ",西北,144.49㎡,https://cq.lianjia.com/ershoufang/106100695466.html
中楼层 (共17层),珠海,135.08㎡,,满五年,五洲花城一期澳洲园,36024yuan/m2,新香洲,4室2厅1厨2卫,70年,香洲区,590w,精装,"
                    五洲花城的建筑设计强调用植物与景观可能地包围住宅。从入户地阳光花房、绿色玄观岛客厅外地宽大空中庭院、餐厅正对地景观阳台，还有主人房摆满花草地法式阳台，以及窗外小区郁郁葱葱的园林景观.
                  ",南 北,163.78㎡,https://zh.lianjia.com/ershoufang/ZH0002921315.html
低楼层 (共19层),重庆,74㎡,,满五年,东方家园,10696yuan/m2,观音桥,2室2厅1厨1卫,50年,江北,95w,精装,"
                    观音桥 金源路两房 满五年 无增值税 带露台
                  ",东,88.82㎡,https://cq.lianjia.com/ershoufang/106100685590.html
高楼层 (共19层),珠海,暂无数据,,满五年,诚丰怡园,31694yuan/m2,新香洲,3室2厅1厨1卫,70年,香洲区,290w,精装,"
                    诚丰怡园位于新香洲梅界路及敬业北路交汇处，地处新香州中 心位置。
诚丰怡园背倚凤凰山，东面是珠海拟建中生态公园（凤凰山公园），南面是珠海一中高中部、北面是梅溪旅游风景区。项目建筑外立面主色调为暖白色，辅以褐红色
                  ",南,91.5㎡,https://zh.lianjia.com/ershoufang/ZH0002833996.html
中楼层 (共29层),重庆,72.69㎡,,满五年,尚赏居,9015yuan/m2,梨树湾,2室2厅1厨1卫,70年,沙坪坝,80w,精装,"
                    房子满五年，证在手，带装修，可以直接拎包入住
                  ",南,88.75㎡,https://cq.lianjia.com/ershoufang/106100610142.html
高楼层 (共12层),珠海,暂无数据,,满两年,银石雅园,27161yuan/m2,拱北,2室1厅0厨1卫,70年,香洲区,132.6w,精装,"
                    这套房子建筑面积为48.82方，两房一厅一卫，间隔方正实用，房间朝北，采光通风好。
                  ",北,48.82㎡,https://zh.lianjia.com/ershoufang/ZH0002256833.html
高楼层 (共32层),重庆,105㎡,,满五年,中亿阳明山水,12110yuan/m2,海尔路,4室2厅1厨2卫,50年,江北,155w,精装,"
                    阳明山水一期，满五唯一，住家安静，拎包入住。
                  ",东南,128㎡,https://cq.lianjia.com/ershoufang/106100322328.html
中楼层 (共28层),珠海,暂无数据,,满五年,海湾花园,25982yuan/m2,吉大,2室2厅0厨1卫,70年,香洲区,278w,精装,"
                    1.小区是珠海本土企业珠光集团的模范社区。 2.安逸安静舒适住家，享受珠光自带物业的贴心管理。 3.自带商业街，配套完善 ，生活方便，楼下有超市及多家银行网点。 4.社区中庭，远离噪音，生活惬意。
                  ",西北,107㎡,https://zh.lianjia.com/ershoufang/ZH0002930476.html
高楼层 (共33层),重庆,78.73㎡,,满五年,华宇林泉雅舍,9934yuan/m2,杨公桥,2室1厅1厨1卫,50年,沙坪坝,93w,精装,"
                                              ",东,93.62㎡,https://cq.lianjia.com/ershoufang/106100621246.html
中楼层 (共12层),珠海,暂无数据,,满五年,君兰庭,22728yuan/m2,拱北,3室2厅0厨0卫,70年,香洲区,200w,精装,"
                    标准的2房2厅，朝南向，通风采光好。房屋格局布置合理，无面积浪费。
                  ",南,88㎡,https://zh.lianjia.com/ershoufang/ZH0002960605.html
高楼层 (共18层),珠海,暂无数据,,满五年,五洲花城一期山场花园,31566yuan/m2,新香洲,3室2厅1厨2卫,70年,香洲区,310w,其他,"
                    格局方正 采光通风良好
                  ",北,98.21㎡,https://zh.lianjia.com/ershoufang/ZH0002653891.html
高楼层 (共6层),珠海,暂无数据,,满五年,星华雅苑,22945yuan/m2,兰埔,3室2厅1厨2卫,70年,香洲区,230w,精装,"
                    实用户型 采光通风好 成熟社区
                  ",北,100.24㎡,https://zh.lianjia.com/ershoufang/ZH0002854085.html
中楼层 (共25层),珠海,暂无数据,,满五年,东方顺景,25000yuan/m2,吉大,2室2厅0厨1卫,70年,香洲区,195w,简装,"
                    交通便捷,生活便利,周边配套完善
                  ",暂无数据,78㎡,https://zh.lianjia.com/ershoufang/ZH0003117494.html
中楼层 (共30层),珠海,暂无数据,,满五年,正邦岭秀城公寓楼,28774yuan/m2,拱北,1室1厅1厨1卫,70年,香洲区,130w,精装,"
                    小区内有游泳池,儿童娱乐场所,交通方便,购物便利,大型社区,环境绿化好,位置安静,附近有尔玛超市,摩尔广场,益健大型美食物广场,建设银行,工商银行,华润银行,珠海商业银行
                  ",西,45.18㎡,https://zh.lianjia.com/ershoufang/ZH0002915812.html
高楼层 (共30层),珠海,暂无数据,,满五年,正邦岭秀城公寓楼,33916yuan/m2,拱北,1室1厅1厨1卫,70年,香洲区,132w,简装,"
                    住家装修,家私家电齐,可拎包入住,采光好,简洁舒适,交通便利，高楼层
                  ",东,38.92㎡,https://zh.lianjia.com/ershoufang/ZH0002915808.html
高楼层 (共28层),珠海,39.61㎡,,满五年,中联国际,24377yuan/m2,兰埔,1室1厅1厨1卫,70年,香洲区,130w,精装,"
                    格局方正 带装修
                  ",南,53.33㎡,https://zh.lianjia.com/ershoufang/ZH0002898060.html
高楼层 (共7层),珠海,暂无数据,,满五年,华景西苑,23171yuan/m2,吉大,2室2厅1厨1卫,70年,香洲区,190w,其他,"
                    华景西苑的建筑年代为1993年，位于珠海市吉大石花东路58号，板楼为主要建筑类型，总户数1200户，70年产权的住宅，开发商是珠海华发实业股份有限公司。
                  ",南 北,82㎡,https://zh.lianjia.com/ershoufang/ZH0003038029.html
中楼层 (共7层),珠海,暂无数据,,满五年,中珠新村二期,21219yuan/m2,夏湾,2室2厅0厨1卫,70年,香洲区,163w,简装,"
                    中珠新村二期位于前山立交桥和拱北港昌路与粤海中路交汇处，周边有板樟山，圆明新园，前山河。
                  ",南,76.82㎡,https://zh.lianjia.com/ershoufang/ZH0002884299.html
低楼层 (共17层),珠海,暂无数据,,满五年,华景花园,20432yuan/m2,吉大,3室2厅1厨1卫,70年,香洲区,237w,精装,"
                    住家装修 旁边有**
                  ",西北,116㎡,https://zh.lianjia.com/ershoufang/ZH0002829279.html
中楼层 (共11层),珠海,暂无数据,,满五年,兰埔花园,23603yuan/m2,兰埔,3室2厅1厨1卫,70年,香洲区,228w,简装,"
                    小三房出售，格局方正，采光好，通风
                  ",北,96.6㎡,https://zh.lianjia.com/ershoufang/ZH0002843478.html
